lookback_months,target_volatility,ewma_com,cagr,sharpe_ratio,sortino_ratio,volatility,max_drawdown,win_rate,total_return,n_months,success
6,0.4,90,0.0031435599537754655,0.08510801411875296,0.14568567714163197,0.11842369759382027,-0.5769866207755644,0.47959183673469385,0.07993020909775628,294,True
6,0.5,90,0.0015338006475067445,0.08349960561749382,0.14291699017816584,0.14798555672562505,-0.665176522360707,0.47959183673469385,0.038263209842791523,294,True
6,0.6,90,-0.0009634562726925644,0.08224115246036198,0.1405399687437639,0.17755424223583208,-0.7370032745426804,0.47619047619047616,-0.023339380237530016,294,True
18,0.4,60,0.0009257267993578733,0.08011093595024707,0.1254563687990323,0.149087261759165,-0.6465439705790142,0.46808510638297873,0.021982651507841622,282,True
18,0.5,60,-0.0022901345634182,0.08011093595024706,0.12545636879903227,0.18635907719895622,-0.7413084128178272,0.46808510638297873,-0.05245408292412679,282,True
18,0.3,60,0.002761571910512517,0.08011093595024693,0.12545636879903213,0.11181544631937376,-0.5272607569319261,0.46808510638297873,0.06695361150545431,282,True
18,0.6,60,-0.006887380154492306,0.08011093595024693,0.12545636879903213,0.22363089263874752,-0.814781151888805,0.46808510638297873,-0.1499102775235467,282,True
6,0.3,120,0.003013458937050517,0.07785766166792543,0.13380174213546173,0.08851852459139564,-0.47293231958489385,0.4897959183673469,0.07650396977517882,294,True
6,0.4,120,0.0022794406332415917,0.0776913709172198,0.13353084761383552,0.11802704090534158,-0.5805090636771723,0.4897959183673469,0.05736793810430196,294,True
18,0.4,45,0.0003459719258329663,0.07710070142213984,0.1204893641048584,0.1509035753004775,-0.6511836291217776,0.4645390070921986,0.008162063640134942,282,True
18,0.6,45,-0.007958028567971343,0.07710070142213982,0.12048936410485836,0.2263553629507162,-0.819049890233314,0.4645390070921986,-0.17118787085936948,282,True
18,0.3,45,0.002377165042960927,0.07710070142213982,0.12048936410485836,0.1131776814753581,-0.5315386362859078,0.4645390070921986,0.05738310340557695,282,True
18,0.5,45,-0.0030986226805522765,0.0771007014221398,0.12048936410485837,0.18862946912559686,-0.7459080791122504,0.4645390070921986,-0.07033473131822077,282,True
6,0.5,120,0.0004518758022185043,0.07594838912848777,0.13051888337447776,0.14748429112078987,-0.6686378783482784,0.4897959183673469,0.011129938551647234,294,True
6,0.6,120,-0.002232342629868933,0.07472994978345227,0.12821021704774768,0.17695090321590626,-0.7402437977008771,0.48639455782312924,-0.05328154453714451,294,True
18,0.4,90,0.00011981943536976125,0.07376645680211648,0.11477899403775448,0.14704525194531237,-0.6500775575389891,0.46099290780141844,0.002819555544249175,282,True
18,0.6,90,-0.007876335782412647,0.07376645680211642,0.1147789940377544,0.22056787791796856,-0.8169516440860369,0.46099290780141844,-0.16958248287907096,282,True
18,0.3,90,0.002102466232173361,0.07376645680211642,0.1147789940377544,0.11028393895898428,-0.5311847213100701,0.46099290780141844,0.05059439015148626,282,True
18,0.5,90,-0.003206077154717657,0.07376645680211633,0.11477899403775424,0.18380656493164046,-0.7441909460021446,0.46099290780141844,-0.0726867470876933,282,True
18,0.3,120,0.0008943488660517751,0.06249111134775824,0.09647216794793695,0.10936629822122183,-0.5394673351089483,0.4645390070921986,0.021230022917759106,282,True
18,0.6,120,-0.010101513511081461,0.06249111134775824,0.09647216794793695,0.21873259644244367,-0.8229446526609798,0.4645390070921986,-0.21226432267338602,282,True
18,0.5,120,-0.005114001728651507,0.062491111347758206,0.09647216794793692,0.1822771637020364,-0.7513492689439474,0.4645390070921986,-0.11351173432997241,282,True
18,0.4,120,-0.0014489788549018057,0.062491111347758165,0.09647216794793685,0.14582173096162912,-0.6581126304906202,0.4645390070921986,-0.03350165871030131,282,True
15,0.4,45,-0.0016917473990765153,0.061325039237414024,0.1003890656088511,0.14724247698892917,-0.6527460509451507,0.4982456140350877,-0.039415211668571204,285,True
15,0.3,45,0.0007355755221840621,0.061325039237413934,0.10038906560885097,0.11043185774169688,-0.5348395556538648,0.4982456140350877,0.017616874975248553,285,True
15,0.6,45,-0.010532260636534674,0.061325039237413934,0.10038906560885097,0.22086371548339376,-0.8175172173401383,0.4982456140350877,-0.2223414937670376,285,True
15,0.5,45,-0.005448944184732185,0.06132503923741391,0.10038906560885094,0.18405309623616148,-0.745743189084915,0.4982456140350877,-0.12169932627212743,285,True
15,0.6,60,-0.010547233950342738,0.05954164573990399,0.09767395806280814,0.21850610962844053,-0.8171246210381756,0.5017543859649123,-0.22262093730619814,285,True
15,0.3,60,0.0005965040063371507,0.05954164573990399,0.09767395806280814,0.10925305481422026,-0.5353040992873948,0.5017543859649123,0.014263513346839396,285,True
15,0.5,60,-0.005535524572607642,0.05954164573990394,0.09767395806280803,0.18208842469036712,-0.7455965049921576,0.5017543859649123,-0.12351345989923135,285,True
15,0.4,60,-0.0018194345674912293,0.05954164573990392,0.097673958062808,0.1456707397522937,-0.6529050028823138,0.5017543859649123,-0.042328947561220076,285,True
15,0.4,90,-0.0029586768714684464,0.0506547776530391,0.08262642673655854,0.14396132853972463,-0.6589159547351322,0.5017543859649123,-0.06795364853026176,285,True
15,0.3,90,-0.00030420516461115987,0.0506547776530391,0.08262642673655853,0.10797099640479345,-0.5422785264903515,0.5017543859649123,-0.007199927240148396,285,True
15,0.6,90,-0.012065968930149773,0.0506547776530391,0.08262642673655853,0.2159419928095869,-0.8213838522159551,0.5017543859649123,-0.25047053463364,285,True
15,0.5,90,-0.006881120851010003,0.05065477765303899,0.08262642673655834,0.17995166067465576,-0.7508235125339828,0.5017543859649123,-0.1512507571331141,285,True
15,0.3,120,-0.0014123368366391054,0.039946310855651986,0.06465898104867956,0.10720373769470112,-0.5507301830403514,0.5017543859649123,-0.03300959807993564,285,True
15,0.6,120,-0.014114766686029179,0.039946310855651986,0.06465898104867956,0.21440747538940225,-0.8271868832091268,0.5017543859649123,-0.28652938373988535,285,True
15,0.4,120,-0.0043998515170021735,0.039946310855651986,0.06465898104867956,0.14293831692626818,-0.6670377981267425,0.5017543859649123,-0.09942968638115934,285,True
15,0.5,120,-0.00863611476902415,0.03994631085565192,0.06465898104867945,0.1786728961578352,-0.7577205087689802,0.5017543859649123,-0.18616572339308957,285,True
