,Total_Return,Annual_Return,Annual_Vol,Sharpe_Ratio,Max_Drawdown
CONTRARIAN_1W,0.2858913540651451,0.010632722077218182,0.04125704886864362,0.25771892000979535,-0.10439108401621143
CONTRARIAN_2W,0.2930458090849144,0.010850215713564645,0.04120652769869046,0.26331303119989563,-0.14999365382452637
CONTRARIAN_4W,0.2086173606178099,0.008252535153369277,0.04192103657576386,0.19685904327423956,-0.188492283104442
CONTRARIAN_8W,0.09118663803571248,0.004314016371005433,0.04280276941526385,0.10078825342238291,-0.16634904613238743
