,Total_Signals,Long_Pct,Short_Pct,Avg_Active_Positions,Total_Return,Annual_Return,Annual_Vol,Sharpe_Ratio
CONTRARIAN_1M,9051.0,49.93923323389681,50.06076676610319,29.386363636363637,0.28200873435297047,0.010873256349725599,0.049449384882929305,0.21988658454433507
CONTRARIAN_3M,9050.0,49.13812154696133,50.86187845303868,29.383116883116884,0.20272831287341786,0.008365800191344003,0.04905192192861543,0.17054989615939276
CONTRARIAN_6M,9041.0,48.6340006636434,51.365999336356595,29.353896103896105,-0.00916871095958438,0.0007036571834239134,0.045543532979583315,0.015450210762949715
CONTRARIAN_12M,9019.0,47.78800310455705,52.21199689544296,29.282467532467532,0.008772056996938948,0.0015700833096162323,0.04892742834915589,0.03209004361340646
