,Total_Signals,Long_Pct,Short_Pct,Avg_Active_Positions,Total_Return,Annual_Return,Annual_Vol,Sharpe_Ratio
CONTRARIAN_1W,39313.0,49.6782234884135,50.3217765115865,29.403889304412864,0.2858913540651451,0.010632722077218182,0.04125704886864362,0.25771892000979535
CONTRARIAN_2W,39364.0,49.45889645361244,50.54110354638757,29.44203440538519,0.2930458090849144,0.010850215713564645,0.04120652769869046,0.26331303119989563
CONTRARIAN_4W,39383.0,49.366477921946014,50.633522078053986,29.456245325355273,0.2086173606178099,0.008252535153369277,0.04192103657576386,0.19685904327423956
CONTRARIAN_8W,39380.0,48.92331132554597,51.07668867445404,29.454001495886313,0.09118663803571248,0.004314016371005433,0.04280276941526385,0.10078825342238291
