Date,6M Lookback
2017-04-30,9.85624575462746
2017-05-31,9.273889232448592
2017-06-30,8.550152009925284
2017-07-31,9.536913548764282
2017-08-31,10.83280466455447
2017-09-30,10.43394589314197
2017-10-31,10.762353639702031
2017-11-30,11.0774035350034
2017-12-31,10.495247188937086
2018-01-31,10.342767979722643
2018-02-28,10.862034083946503
2018-03-31,9.86986035716883
2018-04-30,9.461347134590351
2018-05-31,10.301577721414027
2018-06-30,10.358635858642197
2018-07-31,10.514168423803877
2018-08-31,10.273937846306016
2018-09-30,11.085041303166813
2018-10-31,12.929350264572676
2018-11-30,14.052944487729361
2018-12-31,15.187647991509294
2019-01-31,15.945893172399126
2019-02-28,17.42992354878416
2019-03-31,19.47960159058413
2019-04-30,19.13201634873443
2019-05-31,18.592872538201753
2019-06-30,18.752865602985818
2019-07-31,18.955872547952215
2019-08-31,20.317210717145954
2019-09-30,19.761405925887846
2019-10-31,20.32492401994251
2019-11-30,20.906267354128513
2019-12-31,21.852004424433513
2020-01-31,19.80783357396192
2020-02-29,19.953386528037623
2020-03-31,16.37524782744892
2020-04-30,17.051607848421735
2020-05-31,25.865364623518786
2020-06-30,29.399762056013884
2020-07-31,28.309410459550413
2020-08-31,28.8092775447787
2020-09-30,30.861994855170266
2020-10-31,29.7279418719091
2020-11-30,28.741240917366646
2020-12-31,29.040013823196023
2021-01-31,26.773053898168314
2021-02-28,24.29773792642153
2021-03-31,25.45346440242281
2021-04-30,21.21217292284265
2021-05-31,22.33711163016969
2021-06-30,21.868967289626063
2021-07-31,22.871041977788618
2021-08-31,25.12097470795115
2021-09-30,22.37297222739425
2021-10-31,22.192735027090023
2021-11-30,21.467355542269285
2021-12-31,24.698886925028066
2022-01-31,25.276520192793733
2022-02-28,27.430558882937405
2022-03-31,23.88409150542938
2022-04-30,21.778503069397246
2022-05-31,21.470393260660327
2022-06-30,23.4203252866971
2022-07-31,19.64476483074969
2022-08-31,20.177724419131266
2022-09-30,21.166027576160108
2022-10-31,19.87756332067331
2022-11-30,21.733352444705407
2022-12-31,22.348999807211026
2023-01-31,24.638200837975607
2023-02-28,23.003239962991522
2023-03-31,20.979819634615914
2023-04-30,19.849080874520745
2023-05-31,19.23972324799369
2023-06-30,23.33914665964519
2023-07-31,23.16974160291235
2023-08-31,22.1527499036377
2023-09-30,22.540990709834755
2023-10-31,23.549513850350543
2023-11-30,25.043938707859265
2023-12-31,28.08375013876592
2024-01-31,27.26648520130383
2024-02-29,26.39497048731073
2024-03-31,25.73598108932057
2024-04-30,24.67545173026827
2024-05-31,26.160046225059506
2024-06-30,27.62153955892242
2024-07-31,26.893571985852624
2024-08-31,25.903449450244867
2024-09-30,29.160397518683865
2024-10-31,28.67537781852653
2024-11-30,26.308275197529234
2024-12-31,29.18848969936227
2025-01-31,29.306527293058558
2025-02-28,30.333854744364604
2025-03-31,31.736895200905103
2025-04-30,30.24215432252997
2025-05-31,31.985752918187906
2025-06-30,31.061228989504922
2025-07-31,34.068412642230555
2025-08-31,33.229888815572316
