lookback_months,total_return,annual_return,annual_volatility,sharpe_ratio,max_drawdown,win_rate,avg_monthly_return,months_data,years_data
3,2.5074229214924673,0.050106396724655555,0.2825867786928394,0.17731330869912787,-0.5400823241650989,0.5227272727272727,0.00728863694873116,308,25.666666666666668
6,32.229888815572316,0.14625263304422176,0.2885952774205073,0.5067741729921641,-0.3765884759464767,0.5227272727272727,0.014753803217274935,308,25.666666666666668
9,26.546474003762757,0.1379062116337626,0.2949395140828277,0.4675745535914678,-0.34565150944315326,0.5616883116883117,0.01434151126682989,308,25.666666666666668
12,8.105198421663818,0.08987053700880399,0.27961509684402946,0.3214080284761383,-0.4622940274241152,0.5357142857142857,0.010347690751884724,308,25.666666666666668
18,8.762508825169117,0.09283436129744427,0.2728813805691394,0.34020042372925113,-0.4694444485781355,0.5324675324675324,0.010438392198052442,308,25.666666666666668
24,9.71740765153975,0.09681496380238097,0.27134231645870044,0.3568000932029953,-0.5491981740562418,0.487012987012987,0.01065571802207447,308,25.666666666666668
