Date,9M Lookback
2000-01-31,1.0
2000-02-29,1.0
2000-03-31,1.0
2000-04-30,1.0
2000-05-31,1.0
2000-06-30,1.0
2000-07-31,1.0
2000-08-31,1.0
2000-09-30,1.0
2000-10-31,1.0
2000-11-30,1.0
2000-12-31,0.8897009344277879
2001-01-31,0.8247013631775368
2001-02-28,0.9395522855737602
2001-03-31,1.0162693846076163
2001-04-30,1.1104736426145831
2001-05-31,1.1058698147881527
2001-06-30,1.120322525587803
2001-07-31,0.9504454613087837
2001-08-31,0.9078813705223588
2001-09-30,0.7741148515509512
2001-10-31,0.8466879408433376
2001-11-30,0.8360128171619027
2001-12-31,0.956854543481551
2002-01-31,0.7613701837039181
2002-02-28,0.766646762326644
2002-03-31,0.9851429952658177
2002-04-30,1.0464630243653124
2002-05-31,1.0203320040558512
2002-06-30,1.0357597121052382
2002-07-31,1.0917880641759088
2002-08-31,0.9620090310027858
2002-09-30,1.1200965195156687
2002-10-31,1.2237420882216126
2002-11-30,1.3261853706990823
2002-12-31,1.0839928651235267
2003-01-31,1.0961207480114834
2003-02-28,0.9555421525472905
2003-03-31,1.0094488416445275
2003-04-30,1.045748654724124
2003-05-31,1.1184900545417473
2003-06-30,1.1261849801158619
2003-07-31,1.1020621211320223
2003-08-31,1.2132287900280079
2003-09-30,1.1460390693977625
2003-10-31,1.0130720539905715
2003-11-30,1.0925007914088285
2003-12-31,1.0570311237144527
2004-01-31,1.0272334205508038
2004-02-29,0.94429069256045
2004-03-31,0.9010540445736459
2004-04-30,0.9653188101057206
2004-05-31,1.0564588864746136
2004-06-30,1.0155937572746394
2004-07-31,1.1667501213057594
2004-08-31,1.373405704538383
2004-09-30,1.0476149792364318
2004-10-31,1.0591283451571833
2004-11-30,1.104071311491814
2004-12-31,1.2409966039386429
2005-01-31,1.1117029225827768
2005-02-28,1.1788399358237873
2005-03-31,1.0714351274497835
2005-04-30,1.1449385997763715
2005-05-31,1.2356740428702517
2005-06-30,1.178946557950522
2005-07-31,1.1520098144995672
2005-08-31,1.0285787633897323
2005-09-30,1.1758958732202154
2005-10-31,1.3029985165592173
2005-11-30,1.3607480869093578
2005-12-31,1.3975307226830636
2006-01-31,1.3311310429753176
2006-02-28,1.4429251958226006
2006-03-31,1.2177237366650289
2006-04-30,1.1605711969965464
2006-05-31,1.2065987140038612
2006-06-30,1.2835088723345052
2006-07-31,1.3588062669001715
2006-08-31,1.2828507742361612
2006-09-30,1.363431197710741
2006-10-31,1.5030796944523628
2006-11-30,1.5384783507230095
2006-12-31,1.5656689280282947
2007-01-31,1.4538672875575593
2007-02-28,1.5590588585168614
2007-03-31,1.687553416899632
2007-04-30,1.8623189530271216
2007-05-31,1.7283635642704962
2007-06-30,1.8102028841129658
2007-07-31,2.021933823243645
2007-08-31,1.9061973285329874
2007-09-30,1.9563792854568354
2007-10-31,2.1504812960735036
2007-11-30,2.101063950707444
2007-12-31,2.1759723782886415
2008-01-31,2.235919395411444
2008-02-29,1.9537451909957027
2008-03-31,2.182607315903391
2008-04-30,2.3415236655237166
2008-05-31,2.2982356671984516
2008-06-30,1.9227167692301774
2008-07-31,2.1667934654414314
2008-08-31,2.3531251631219834
2008-09-30,2.3325970160288225
2008-10-31,2.482838659610402
2008-11-30,2.5563340518233133
2008-12-31,2.49777799158871
2009-01-31,2.4523576159679785
2009-02-28,2.4948611188694594
2009-03-31,2.611551323524489
2009-04-30,2.4903883585788673
2009-05-31,2.8621629992664355
2009-06-30,2.901191942171295
2009-07-31,2.8452075861149853
2009-08-31,2.492855161383144
2009-09-30,2.95108638263567
2009-10-31,3.0305149485315117
2009-11-30,3.224829666612482
2009-12-31,3.1370694756000725
2010-01-31,3.1018479937180627
2010-02-28,3.2159060446729044
2010-03-31,3.2921307918366587
2010-04-30,3.617278085109496
