Date,strategy_returns,cumulative_returns
2000-01-31,0.0,1.0
2000-02-29,0.0,1.0
2000-03-31,0.0,1.0
2000-04-30,0.0,1.0
2000-05-31,0.0,1.0
2000-06-30,0.0,1.0
2000-07-31,0.0,1.0
2000-08-31,0.0,1.0
2000-09-30,0.0,1.0
2000-10-31,0.0,1.0
2000-11-30,0.0,1.0
2000-12-31,0.0,1.0
2001-01-31,0.0,1.0
2001-02-28,0.0,1.0
2001-03-31,0.02485851855411958,1.0248585185541197
2001-04-30,0.09269614871192777,1.1198589561986985
2001-05-31,0.010643401683454123,1.1317780648983347
2001-06-30,-0.0994906114824825,1.0191767731591386
2001-07-31,0.1279581209706917,1.1495887179895548
2001-08-31,-0.010976453532801633,1.1369703108447093
2001-09-30,-0.16876952617246105,0.9450843702112919
2001-10-31,-0.09214182358323368,0.8580025729000116
2001-11-30,0.0391958588599411,0.8916327206488667
2001-12-31,0.12224373515589346,1.0006292348081953
2002-01-31,-0.0816984856362121,0.9188793416410441
2002-02-28,-0.010502726845094651,0.9092286029121878
2002-03-31,0.20235106981863882,1.0932119834211753
2002-04-30,0.04062541124531424,1.1376241698259661
2002-05-31,-0.06480492915295047,1.0639005160977104
2002-06-30,0.01675316584235599,1.0817242178836637
2002-07-31,-0.012715363194169622,1.0679697015773437
2002-08-31,-0.04622091955695146,1.0186071599114759
2002-09-30,0.06995198476062583,1.0898607524386679
2002-10-31,0.034556638510110566,1.127522676487048
2002-11-30,-0.015792559937237077,1.1097162070380324
2002-12-31,-0.031924338431847006,1.0742892512812445
2003-01-31,-0.0029448460000399343,1.071125634876723
2003-02-28,-0.19583056979619426,0.861366491475504
2003-03-31,0.16639059309363652,1.004689772863098
2003-04-30,0.025736673198413544,1.0305471452130637
2003-05-31,0.10488124826772917,1.1386322162017546
2003-06-30,-0.0261190083223303,1.1088922718707075
2003-07-31,0.008040226751015025,1.1178080171789964
2003-08-31,0.022811386409770738,1.1433067677908062
2003-09-30,-0.034842439349180535,1.1034711710765475
2003-10-31,-0.024304372872093288,1.0766519962810976
2003-11-30,0.0018358811087990905,1.078628601341821
2003-12-31,-0.07001352163115038,1.003110014429798
2004-01-31,0.08091974576412471,1.0842814217709047
2004-02-29,-0.0870846108867836,0.9898571960642171
2004-03-31,0.04839526053038129,1.0377615929556174
2004-04-30,0.002364211138834723,1.0402150804731378
2004-05-31,0.05313775270403696,1.0954897721783292
2004-06-30,-0.036257205365232394,1.0557703745329479
2004-07-31,0.11385003549470371,1.1759698691477805
2004-08-31,0.15673470269797088,1.3602851569704295
2004-09-30,-0.09501400657105474,1.231039014127533
2004-10-31,-0.05153483992345963,1.167597615594937
2004-11-30,0.0314694208921928,1.204341236392815
2004-12-31,0.15226475346651105,1.38771995784172
2005-01-31,-0.08776060949439443,1.2659328085339954
2005-02-28,0.16762979320213134,1.4781408634363424
2005-03-31,-0.10047191109555313,1.3296292260184621
2005-04-30,0.0809736506802181,1.4372941585002899
2005-05-31,0.053534321841848954,1.5142387265628539
2005-06-30,-0.05926637299518191,1.4244952893906304
2005-07-31,0.0211379119682674,1.454606145416981
2005-08-31,-0.2718898551494314,1.0591134912400852
2005-09-30,0.0399146069883158,1.1013875899989563
2005-10-31,0.12654719951559015,1.2407651050945492
2005-11-30,0.05974160943326021,1.3148904094015257
2005-12-31,-0.00590821821753372,1.3071217499306391
2006-01-31,-0.028927481676195473,1.269310009460964
2006-02-28,0.1219649571394567,1.424121350361554
2006-03-31,-0.16387236485252882,1.1907472168408293
2006-04-30,-0.03676976694469567,1.146963719187547
2006-05-31,-0.004908680830564019,1.1413336403658187
2006-06-30,0.0610685253396058,1.2110332027034432
2006-07-31,-0.02721394476074445,1.1780762120216441
2006-08-31,0.06612189326854823,1.255972841575155
2006-09-30,0.10709186588735112,1.390477316683277
2006-10-31,0.08678398467359788,1.5111484788233038
2006-11-30,0.09629504477315726,1.6566645892504823
2006-12-31,-0.029094332486941876,1.6084650388714856
2007-01-31,0.07616238388840234,1.7309695706330896
2007-02-28,-0.0005294443649699263,1.7300531185479835
2007-03-31,0.06250583555969269,1.8381915342854775
2007-04-30,-0.0041252808686526345,1.8306084779161704
2007-05-31,-0.022931915397595808,1.7886291191744752
2007-06-30,0.08520025277272525,1.9410207722447976
2007-07-31,0.11366569281808117,2.16164824309629
2007-08-31,-0.08106630388027466,1.986411409739184
2007-09-30,-0.08269698030725157,1.8221411845058828
2007-10-31,0.03092199354028711,1.8784854224426648
2007-11-30,-0.061810134773416375,1.7623759853115857
2007-12-31,-0.02451694495534009,1.7191679102890882
2008-01-31,0.007839447689849191,1.7326452371918668
2008-02-29,-0.1324065932008266,1.5032315841096535
2008-03-31,0.06583617799692837,1.602198606251701
2008-04-30,0.09310310799424147,1.7513682761177765
2008-05-31,-0.015356232404751521,1.724473857843403
2008-06-30,-0.13471379788778653,1.4921634350951152
2008-07-31,0.11652070332894547,1.6660313680341332
2008-08-31,0.006202862416344816,1.6763655313913637
2008-09-30,0.044957938746267384,1.7517314702680105
2008-10-31,-0.03286962797764617,1.694152708523566
2008-11-30,0.015596388684533988,1.7205753726566555
2008-12-31,-0.1488204116199027,1.4645186374748247
2009-01-31,0.06254620362998925,1.5561187183942395
2009-02-28,0.039471151181957834,1.617540515585053
2009-03-31,0.10948471616596359,1.794636479820829
2009-04-30,0.04311926737219678,1.8720198900301213
2009-05-31,0.07360492408388286,2.009809771919307
2009-06-30,0.013636170586672536,2.03721588081596
2009-07-31,-0.045002956157721166,1.945535143847786
