Date,CL=F,NG=F,HO=F,RB=F,GC=F,SI=F,PL=F,PA=F,HG=F,KC=F,CC=F,SB=F,CT=F,OJ=F,ZS=F,ZC=F,ZW=F,ZM=F,ZL=F,ZO=F,KE=F,ZR=F,HE=F,LE=F,GF=F
2000-09-29,0.296503846539299,,,,,,0.10256082550156811,0.21885690307291944,,0.5979728365178554,0.23535128207569966,0.30076526013647614,0.1666353344611039,,,0.1678365408238753,0.2952944308084695,0.12254991856686129,0.14550989272268747,0.14894326322925472,,0.3438399154538053,,,
2000-10-31,0.4247486113320315,0.25604277439633455,0.32497038616565227,,0.19267863974296603,0.18023416371389026,0.14009488646820709,0.24765242849905358,0.13212317512522134,0.48264424526732874,0.2773196080014316,0.3171401351284435,0.13437841818080815,,0.26555236634617185,0.15023140949980945,0.35089580084636757,0.21871346977036862,0.12629080435555587,0.1340040054727792,0.147234354236556,0.3304244520898803,,,
2000-11-30,0.44315302274011487,0.36668701430079287,0.3577770904406448,,0.18533248197467164,0.16730294449183655,0.16742270595863196,0.23560319095261933,0.15309638186076957,0.5235347941004136,0.2944318000425331,0.3689056630262361,0.14448823444206418,,0.20330226651670558,0.1398837170990462,0.34904352703661445,0.2350117621194027,0.10902218804567176,0.09441289485930138,0.16521344858071252,0.26523071640703777,,,
2000-12-29,0.3830825922347618,0.4762109514207962,0.3603780012901532,0.291776106490838,0.16328392327546715,0.16157734617660274,0.16384409177509204,0.20924393319005427,0.16701556022830719,0.48474741873210775,0.2714316731686185,0.3734984753801715,0.15738569132100846,,0.24642083864159875,0.16270077498210928,0.32341968106642416,0.2662385630492237,0.13986792308820284,0.13211373193222223,0.16002529536310003,0.2268124226735404,,,
2001-01-31,0.45083617371999557,0.7292013613443529,0.4526716139629506,0.3666763380476079,0.14986441967766012,0.15122158954508497,0.16687060600880682,0.2656236931619848,0.1625364086631741,0.44668002359564685,0.28661556319302345,0.35944073714577385,0.18016239189255706,,0.22682818160919618,0.14842734950156855,0.27991721456766755,0.2478483866580021,0.17259560692881523,0.10880914016578323,0.17726428803915095,0.19875442180841452,0.08418794649760776,,
2001-02-28,0.45843191452076865,0.8494826500263601,0.4476698754839471,0.3553101526756745,0.13753129787167234,0.14074786894492503,0.1866208816262562,0.2874007072134481,0.19079100062259502,0.4355681734713518,0.39065072287448366,0.3334086973618138,0.19315716379230938,,0.20557616462259962,0.15282153929803924,0.2605524170982431,0.2560810339623135,0.16335695411230233,0.1606802928574225,0.17586132642349478,0.19594333830063815,0.08235073167880906,,
2001-03-30,0.42845091912073296,0.8736144601234936,0.4150950664297948,0.3587360049280117,0.1390198382435482,0.14371084101747356,0.1705876880202271,0.3167090371608951,0.17808028585118205,0.4035073323110587,0.40723263647103614,0.3254063078851316,0.23399704790067155,,0.20214482613824514,0.14387819869586396,0.23812400352237342,0.24752790015036055,0.1719189624315719,0.15231463582621987,0.16334086234162698,0.20178051992245455,0.07071214236670147,,
2001-04-30,0.40495761249368695,0.7690472427590948,0.4556102123718531,0.3877974717553343,0.1421797446905303,0.14747218917176255,0.17898221753197338,0.3173402048986166,0.17973362583360641,0.3733874117471726,0.4368540879073246,0.3306211893376855,0.26112586059906256,,0.19494890080217617,0.15949410828819224,0.2548346017699484,0.2491149463122869,0.18805509702562537,0.19120434867364158,0.17040888407192303,0.213573317192558,0.08600383688170304,0.053093621880322316,
2001-05-31,0.38946330964728665,0.6769339093687671,0.4618849523637078,0.3634284441336922,0.1328721577749563,0.14526507226520435,0.20907986143512253,0.42843987949544904,0.18257123019632965,0.3979548409085369,0.40909730523045323,0.3282286407483023,0.25681443231780055,,0.1876801477413617,0.16984419220716843,0.24559609536557947,0.23551137878473008,0.18693014474242567,0.18214053493550833,0.1791310826827454,0.218809047560821,0.10454907001107482,0.04933332131963604,0.03713313270509101
2001-06-29,0.36148471833263396,0.6453913849645161,0.411306736684146,0.40791751627898676,0.17409323350993577,0.1626484493520699,0.19988112548335663,0.3812219356569891,0.19241845339539168,0.39036580164178813,0.4211936243007426,0.32289058357468137,0.2728560204241992,,0.17832421760801248,0.20520372927389038,0.2817271307322081,0.23629059774401734,0.1836270455548663,0.18590871601643766,0.18316231234936922,0.2571736305097366,0.13032381786756886,0.06944121435416487,0.04498965078760344
2001-07-31,0.35248233713731825,0.6302834831796282,0.40001083694867684,0.4718412493502335,0.17208515310550238,0.1557422801795198,0.18514615344431745,0.3317835007564982,0.18334047798808542,0.38457762735867784,0.3996547903071216,0.31290960551603364,0.37808218665261345,,0.19991163390263827,0.2033817646287178,0.26977136075164004,0.24290876414612,0.18616550964518525,0.1963175459762747,0.1927946042527066,0.4720617759245766,0.12386811361262642,0.06247118633442181,0.044634850027491374
2001-08-31,0.34186624327187437,0.6380016219683373,0.35993946528795123,0.44307570547593517,0.15321028628864072,0.14694540557655797,0.232413002507757,0.3497361010334909,0.17522505490233406,0.3561514923764143,0.3944772681634853,0.35200130503243304,0.3628122001956443,,0.25283156846974864,0.2736781196741126,0.3057098611889624,0.2657436382464836,0.24574081759406727,0.5738882193774418,0.20599007063765584,0.43913734458643017,0.13449789188371294,0.06570772326597578,0.04260927547057102
2001-09-28,0.3350976043616637,0.6715724188947065,0.3394487833197772,0.4381434507481937,0.14075180454783126,0.15124292171950876,0.284526081188058,0.37587813829409134,0.1809818108770057,0.40895032401835507,0.3671503679241752,0.3381208273860879,0.322330834189186,,0.2532201512627865,0.2608579234043988,0.2742658120590677,0.2516960455313122,0.2861991470558091,0.5266959008118539,0.18357910602051491,0.3969328186014065,0.13817899645850054,0.06051270519139905,0.04403953297679292
2001-10-31,0.47245763322244794,0.8331901328124313,0.4713711983023741,0.5230587720921882,0.1859897687530399,0.22344380082390308,0.32731787793480943,0.39071159019295154,0.1706157534996635,0.40092217719157225,0.381453362322868,0.33280883601667,0.32446860963697294,0.19051668903748992,0.23555495617785807,0.24714878569033347,0.2639369022214038,0.2674842041371029,0.261883191190129,0.4832850917917125,0.19205618215219297,0.3796352762078563,0.1419020176863233,0.0792403078261892,0.06337102549219636
2001-11-30,0.424810115985647,0.8315303950542532,0.42478638721923245,0.4744226059562469,0.17014810998784677,0.21078466286877665,0.3156100361634569,0.4398175838979163,0.1604867798235395,0.36705674757342494,0.35833806726252015,0.32586774608998287,0.3149512897473278,0.21781386988159426,0.21155410198049074,0.23131105513440484,0.254821586555879,0.2431001189220741,0.2614808797585467,0.3998541750809285,0.1963073607636636,0.3354612816970105,0.24965237995542802,0.10740013618955907,0.08653120664138521
2001-12-31,0.5413209864224502,0.8436461118340924,0.47250744070678147,0.5146476468352726,0.15024067920422868,0.19655848303219645,0.314811977340918,0.44604846088549915,0.1997910152283125,0.4387401222786723,0.38404583564574457,0.30890035603084154,0.35451139235847545,0.19403926392843232,0.19681609065739297,0.2181908284305868,0.25820499937421143,0.22877395491017052,0.24728487988362147,1.2768608768744953,0.1931726029841827,0.34369851788211514,0.26338949381524335,0.19021528902213664,0.12546378486605117
2002-01-31,0.5433254791639338,0.8447868397790298,0.4965225696088009,0.5094966932015834,0.14395429437542956,0.20729943912557958,0.29477843167859624,0.48983238849518823,0.20022722002669907,0.43397152620540635,0.3664841194530055,0.29941678614374045,0.3811578401746717,0.21000661741415885,0.18235291377062307,0.20929550936753322,0.254296269198591,0.22345533093748063,0.23642530343407295,1.4207238872969978,0.18522982240785182,0.34530017785438843,0.4267367945581303,0.19021270636649995,0.1300937650303084
2002-02-28,0.5298994438686796,0.7806822114885102,0.486693515734815,0.48957129184551285,0.13533796436654963,0.2156715662932458,0.2600271854932465,0.44742795497920107,0.23919219234366518,0.39772884673314324,0.3715677337244472,0.35080370793343896,0.34894587821292655,0.2442497137612214,0.189169704328243,0.1979457959607076,0.24367340262419793,0.26499045604713034,0.2234063835646735,1.4572743486342499,0.17796034506848646,0.33181175836770344,0.37323577231812644,0.18207789379075368,0.11720516041086013
2002-03-29,0.5107734030508625,0.7181516669915134,0.4759122488634206,0.4783862399027346,0.14666195990256012,0.21283897144906597,0.222240366079114,0.4094220580325371,0.2362437928545684,0.3985084823439365,0.3504915360815972,0.35618196378087147,0.3835730743617696,0.2288961927179568,0.17451462251060817,0.18129294306728647,0.22506531427467882,0.2515562834733668,0.21783923331032298,1.2571025794446429,0.16366185774757547,0.3055270594563682,0.37958627103549286,0.16797475977059143,0.11154490784603399
2002-04-30,0.4544266661715751,0.7210005837469733,0.42946146703515203,0.5603038282920489,0.14007340633018184,0.19255317218767973,0.28738496621505083,0.3785910546103478,0.22086956742537034,0.4598393328359246,0.32696767362907475,0.33405715540924696,0.39933839194519766,0.21404877265920272,0.17734301259581634,0.16880456679846742,0.22002204704871603,0.23120411958395912,0.22303391868002254,1.1022625429259616,0.1635111057466906,0.3063853742403795,0.34809403459099003,0.19415135376170986,0.10482282113143898
2002-05-31,0.44221276361265816,0.7065123190091187,0.4271229158962534,0.5383001004242202,0.13169760192539354,0.19340296088150072,0.2663952425923071,0.34270406207468174,0.20766442664741824,0.4520211364837671,0.31740378326239455,0.34867929496208483,0.3806410409151099,0.19345629125891897,0.1744921590213901,0.1616927012068419,0.2155458247042481,0.21482325930798615,0.21719887716535013,1.0055449222067967,0.1727770195314552,0.2783750623163327,0.4723314554519875,0.20676393444601576,0.13216357105064774
2002-06-28,0.4280335366999053,0.6396325283143514,0.4116820938967667,0.4954102414095954,0.12675745502304112,0.18225524608502633,0.2415350371969017,0.32342078851529105,0.19913573157602615,0.4227136194921572,0.2966868226908801,0.38770111516245626,0.3769070801122006,0.19017141936370538,0.16781591276186672,0.19483201750815285,0.23429166195747925,0.20107271395880053,0.213245550761507,0.9525044785420969,0.17901619765828716,0.28923397710248877,0.5275022602879237,0.22735442179356738,0.1341827844885271
